brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
Hyundai,Hyundai i20,10,66692,Dealer,Petrol,Manual,17.0,1197,80.0,5,3.1
Maruti,Maruti Alto,5,8230,Dealer,Petrol,Manual,20.92,998,67.1,5,2.7
Renault,Renault KWID,5,35000,Individual,Petrol,Manual,25.17,799,53.3,5,2.44
Maruti,Maruti Swift Dzire,7,120000,Individual,Diesel,Manual,23.4,1248,74.0,5,4.4
Hyundai,Hyundai Creta,6,66500,Dealer,Diesel,Manual,19.67,1582,126.2,5,7.5
Ford,Ford Freestyle,3,30000,Individual,Petrol,Manual,19.0,1194,94.68,5,6.3
Maruti,Maruti Alto,4,7000,Individual,Petrol,Manual,23.95,998,67.05,5,3.0
Maruti,Maruti Wagon R,9,60000,Individual,CNG,Manual,26.2,998,58.2,5,2.15
Maruti,Maruti Swift Dzire,9,25000,Individual,Petrol,Manual,19.1,1197,85.8,5,5.4
Mahindra,Mahindra XUV300,1,2000,Individual,Diesel,Manual,20.0,1497,115.0,5,8.0
Maruti,Maruti Swift Dzire,8,58000,Individual,Diesel,Manual,23.4,1248,74.0,5,4.2
Maruti,Maruti Celerio,4,38963,Dealer,Petrol,Manual,21.63,998,67.04,5,4.25
Datsun,Datsun GO,6,30000,Individual,Petrol,Manual,20.63,1198,67.0,5,2.76
Ford,Ford Freestyle,3,63001,Dealer,Diesel,Manual,23.8,1499,98.97,5,6.0
BMW,BMW X1,4,40000,Dealer,Diesel,Automatic,19.62,1998,192.0,5,24.99
Maruti,Maruti Swift,7,57351,Dealer,Diesel,Manual,22.9,1248,74.0,5,4.5
Skoda,Skoda Superb,8,69000,Dealer,Diesel,Automatic,17.2,1968,138.1,5,6.49
Toyota,Toyota Fortuner,6,132000,Dealer,Diesel,Manual,12.55,2982,168.5,7,16.0
Maruti,Maruti Wagon R,3,9450,Dealer,Petrol,Automatic,20.51,998,67.0,5,4.12
Mahindra,Mahindra Scorpio,5,20000,Individual,Diesel,Manual,15.4,1997,120.0,7,8.79
Maruti,Maruti Swift Dzire,5,78051,Dealer,Petrol,Manual,20.85,1197,83.14,5,6.25
Hyundai,Hyundai Creta,2,19000,Dealer,Petrol,Manual,13.0,1591,121.3,5,10.75
Honda,Honda Amaze,7,46000,Individual,Petrol,Manual,18.0,1198,86.7,5,4.8
Maruti,Maruti Ertiga,9,90000,Individual,Diesel,Manual,20.77,1248,88.76,7,4.5
Hyundai,Hyundai i20,10,70000,Dealer,Diesel,Manual,21.9,1396,90.0,5,2.0
Maruti,Maruti Celerio,5,35887,Dealer,Petrol,Automatic,23.1,998,67.04,5,3.9
Honda,Honda Jazz,11,68000,Dealer,Petrol,Manual,16.0,1198,90.0,5,2.3
Maruti,Maruti Celerio,7,32000,Dealer,Petrol,Manual,23.1,998,67.04,5,4.25
Volkswagen,Volkswagen Polo,7,59000,Dealer,Diesel,Manual,20.14,1498,88.5,5,4.9
Hyundai,Hyundai Verna,3,33000,Dealer,Diesel,Manual,22.0,1582,126.2,5,10.9
Maruti,Maruti Wagon R,9,12000,Dealer,Petrol,Manual,18.9,998,67.1,5,2.65
Renault,Renault KWID,4,70000,Individual,Petrol,Manual,23.01,999,67.0,5,3.45
Honda,Honda City,6,35000,Dealer,Petrol,Manual,17.4,1497,117.6,5,6.0
Maruti,Maruti Wagon R,7,40000,Individual,Petrol,Manual,20.51,998,67.04,5,3.0
Mahindra,Mahindra Thar,4,44000,Dealer,Diesel,Manual,16.55,2498,105.0,6,6.99
Volkswagen,Volkswagen Vento,6,43000,Individual,Petrol,Manual,15.04,1598,103.2,5,4.89
Hyundai,Hyundai Grand,3,30000,Individual,Petrol,Manual,18.9,1197,81.86,5,5.25
Datsun,Datsun GO,3,9605,Individual,Petrol,Manual,19.83,1198,67.0,7,5.3
Mercedes-Benz,Mercedes-Benz E-Class,16,123374,Dealer,Petrol,Automatic,11.2,2497,203.0,5,4.21
Hyundai,Hyundai Creta,4,195000,Individual,Diesel,Automatic,17.01,1582,126.2,5,11.0
Toyota,Toyota Fortuner,9,120000,Individual,Diesel,Manual,12.55,2982,168.5,7,14.0
Honda,Honda Civic,15,82000,Individual,Petrol,Manual,13.5,1799,130.0,5,0.89
Ford,Ford Ecosport,7,78409,Dealer,Petrol,Automatic,16.5,1499,110.0,5,5.6
Tata,Tata Nexon,2,25000,Individual,Diesel,Manual,21.5,1497,108.5,5,7.5
Hyundai,Hyundai i10,11,80000,Individual,Petrol,Manual,20.36,1197,78.9,5,1.6
Honda,Honda Amaze,4,80000,Individual,Petrol,Manual,17.8,1198,86.7,5,4.4
Maruti,Maruti Baleno,3,33100,Individual,Petrol,Manual,21.4,1197,83.1,5,5.15
Hyundai,Hyundai Verna,10,50000,Individual,Petrol,Automatic,15.74,1591,121.3,5,4.5
Maruti,Maruti Alto,2,5000,Dealer,Petrol,Manual,23.95,998,67.05,5,4.2
Audi,Audi A6,8,51000,Dealer,Diesel,Automatic,17.68,1968,174.33,5,17.5
Hyundai,Hyundai Grand,4,15000,Dealer,Petrol,Automatic,18.9,1197,82.0,5,5.5
Ford,Ford Aspire,5,37000,Individual,Petrol,Manual,18.16,1196,86.8,5,3.8
Hyundai,Hyundai i10,12,34402,Dealer,Petrol,Manual,19.81,1086,68.05,5,2.4
Maruti,Maruti Wagon R,14,42125,Dealer,LPG,Manual,17.3,1061,57.5,5,1.2
Toyota,Toyota Fortuner,9,60000,Individual,Diesel,Manual,12.55,2982,168.5,7,14.0
Renault,Renault KWID,3,21400,Individual,Petrol,Manual,23.01,999,67.0,5,3.65
Hyundai,Hyundai Grand,4,30000,Dealer,Petrol,Automatic,18.9,1197,81.86,5,5.75
Honda,Honda Amaze,3,36951,Dealer,Diesel,Manual,24.7,1498,98.63,5,7.8
Maruti,Maruti Swift Dzire,5,50000,Dealer,Diesel,Manual,19.3,1248,73.9,5,5.25
Hyundai,Hyundai Creta,5,50000,Individual,Diesel,Manual,19.67,1582,126.2,5,7.5
Hyundai,Hyundai i10,6,40000,Individual,Petrol,Manual,19.81,1086,68.05,5,3.25
BMW,BMW 3,9,50000,Individual,Diesel,Automatic,18.88,1995,184.0,5,12.0
Renault,Renault KWID,6,32000,Dealer,Petrol,Manual,20.71,799,53.26,5,2.45
Honda,Honda City,7,100000,Individual,Petrol,Manual,17.4,1497,117.3,5,6.0
Datsun,Datsun GO,4,44000,Dealer,Petrol,Manual,19.02,1198,67.05,5,2.55
Hyundai,Hyundai Creta,6,64907,Dealer,Diesel,Manual,19.67,1582,126.2,5,8.0
Honda,Honda City,6,66983,Dealer,Petrol,Manual,17.4,1497,117.3,5,5.5
Ford,Ford Figo,10,38256,Dealer,Petrol,Manual,15.6,1196,70.0,5,2.2
Toyota,Toyota Innova,4,30000,Individual,Diesel,Automatic,11.36,2755,171.5,7,19.0
Mahindra,Mahindra Bolero,6,120000,Individual,Diesel,Manual,15.96,2523,63.0,9,4.73
Renault,Renault KWID,2,5000,Individual,Petrol,Manual,25.17,799,53.3,5,3.75
Hyundai,Hyundai Verna,4,23228,Dealer,Petrol,Manual,17.43,1396,105.5,5,6.25
Maruti,Maruti Alto,10,16300,Individual,Petrol,Manual,19.7,796,46.3,5,1.68
Skoda,Skoda Rapid,4,50000,Individual,Diesel,Manual,21.13,1498,108.6,5,8.5
Maruti,Maruti Wagon R,6,7830,Individual,Petrol,Manual,20.51,998,67.04,5,3.54
Mahindra,Mahindra Marazzo,2,18000,Individual,Diesel,Manual,17.3,1497,121.0,7,10.25
Honda,Honda City,11,180000,Individual,Petrol,Manual,17.0,1497,118.0,5,4.0
Maruti,Maruti Swift Dzire,2,10000,Individual,Diesel,Manual,28.4,1248,74.02,5,7.55
Honda,Honda City,11,50000,Individual,Petrol,Automatic,16.8,1497,118.0,5,3.1
Hyundai,Hyundai i20,5,65000,Dealer,Petrol,Manual,17.19,1197,81.86,5,5.45
Jeep,Jeep Compass,4,52000,Dealer,Diesel,Manual,16.3,1956,170.0,5,15.49
Mahindra,Mahindra Thar,3,36000,Dealer,Diesel,Manual,18.06,2523,63.0,7,7.45
Maruti,Maruti Alto,5,60000,Individual,Petrol,Manual,23.95,998,67.05,5,2.7
Honda,Honda City,6,35000,Dealer,Petrol,Manual,17.8,1497,117.3,5,5.7
Maruti,Maruti Wagon R,14,53000,Individual,Petrol,Manual,18.9,1061,67.0,5,1.21
Hyundai,Hyundai i20,8,33135,Dealer,Petrol,Manual,18.5,1197,80.0,5,3.25
Maruti,Maruti Eeco,11,7000,Individual,Petrol,Manual,15.37,1196,73.0,7,2.3
Maruti,Maruti Alto,13,110000,Individual,Petrol,Manual,19.7,796,46.3,5,0.85
Honda,Honda City,5,55555,Dealer,Petrol,Manual,17.0,1497,118.0,5,5.9
Hyundai,Hyundai Grand,3,48000,Dealer,Diesel,Manual,24.0,1186,73.97,5,6.25
Maruti,Maruti Alto,2,15000,Individual,Petrol,Manual,24.7,796,47.3,5,3.1
Maruti,Maruti Alto,11,29000,Individual,Petrol,Manual,19.7,796,46.3,5,1.5
Hyundai,Hyundai Grand,6,42715,Dealer,Petrol,Manual,18.9,1197,82.0,5,4.1
Maruti,Maruti Ciaz,4,67238,Dealer,Diesel,Manual,28.09,1248,88.5,5,6.75
Hyundai,Hyundai i20,5,100000,Individual,Diesel,Manual,22.54,1396,88.73,5,5.5
Mahindra,Mahindra KUV,4,35000,Individual,Petrol,Manual,18.15,1198,82.0,6,4.5
Ford,Ford Ecosport,7,65238,Dealer,Diesel,Manual,22.7,1498,89.84,5,6.0
Maruti,Maruti Ciaz,5,37000,Dealer,Petrol,Automatic,19.12,1373,91.1,5,5.5
Hyundai,Hyundai i20,6,25000,Dealer,Diesel,Manual,22.54,1396,88.73,5,5.25
Renault,Renault KWID,4,17000,Dealer,Petrol,Manual,25.17,799,53.3,5,3.0
Ford,Ford Figo,9,115000,Dealer,Diesel,Manual,20.0,1399,68.0,5,3.5
Maruti,Maruti Swift Dzire,5,35000,Individual,Diesel,Manual,26.59,1248,74.0,5,6.0
Mahindra,Mahindra Scorpio,3,6345,Dealer,Diesel,Manual,16.36,2179,140.0,7,14.25
Hyundai,Hyundai i20,6,60000,Individual,Petrol,Manual,18.6,1197,81.83,5,5.0
Hyundai,Hyundai i20,9,74357,Dealer,Petrol,Manual,17.0,1197,80.0,5,4.7
Hyundai,Hyundai i20,3,25000,Individual,Petrol,Manual,17.19,1197,81.86,5,6.0
Mahindra,Mahindra KUV,5,65000,Dealer,Diesel,Manual,25.32,1198,77.0,6,3.45
Maruti,Maruti Swift,4,100000,Individual,Diesel,Manual,28.4,1248,74.0,5,5.8
Volkswagen,Volkswagen Polo,8,23000,Dealer,Petrol,Manual,16.47,1198,73.9,5,3.5
Tata,Tata Nexon,3,47000,Individual,Diesel,Manual,21.5,1497,108.5,5,6.8
Hyundai,Hyundai Verna,5,27000,Dealer,Petrol,Manual,17.43,1396,105.5,5,5.5
Ford,Ford Ecosport,3,18000,Dealer,Diesel,Manual,23.0,1498,98.96,5,10.5
Tata,Tata Nexon,1,5000,Individual,Petrol,Manual,17.0,1198,108.5,5,7.5
Ford,Ford Ecosport,7,54000,Dealer,Diesel,Manual,22.7,1498,89.84,5,5.2
Renault,Renault Duster,4,51430,Dealer,Diesel,Manual,19.87,1461,83.8,5,6.25
Honda,Honda WR-V,4,36000,Dealer,Petrol,Manual,17.5,1199,88.7,5,6.25
Hyundai,Hyundai i20,5,60000,Dealer,Petrol,Manual,18.6,1197,81.83,5,5.15
Hyundai,Hyundai i10,9,35000,Dealer,Petrol,Manual,20.36,1197,78.9,5,2.45
Honda,Honda City,2,9000,Dealer,Petrol,Automatic,18.0,1497,117.6,5,11.5
Land Rover,Land Rover Rover,4,60000,Individual,Diesel,Automatic,12.83,2179,147.5,7,38.0
Hyundai,Hyundai Grand,1,3800,Individual,Petrol,Manual,20.7,1197,81.86,5,6.0
Maruti,Maruti Wagon R,4,40000,Individual,CNG,Manual,26.6,998,58.16,5,3.3
Renault,Renault KWID,4,20914,Dealer,Petrol,Manual,23.01,999,67.0,5,3.4
Maruti,Maruti Wagon R,3,45455,Dealer,Petrol,Manual,18.9,998,67.1,5,4.25
Honda,Honda Amaze,3,70000,Individual,Petrol,Automatic,18.1,1199,88.7,5,6.2
Maruti,Maruti Ignis,3,20000,Individual,Petrol,Manual,20.89,1197,81.8,5,5.7
Maruti,Maruti Alto,14,46000,Individual,Petrol,Manual,19.7,796,46.3,5,1.1
Honda,Honda City,8,15000,Individual,Petrol,Manual,16.8,1497,116.3,5,4.7
Hyundai,Hyundai i20,5,20000,Dealer,Petrol,Manual,17.19,1197,81.86,5,5.4
Hyundai,Hyundai Venue,2,28600,Individual,Diesel,Manual,23.7,1396,88.7,5,10.5
Maruti,Maruti Wagon R,6,90000,Individual,Petrol,Manual,20.51,998,67.04,5,3.0
Toyota,Toyota Innova,2,25000,Individual,Diesel,Manual,13.68,2393,147.8,8,19.5
Maruti,Maruti Ciaz,2,30000,Individual,Petrol,Automatic,20.28,1462,103.25,5,9.6
Maruti,Maruti Wagon R,6,90000,Individual,Petrol,Manual,20.51,998,67.04,5,4.0
Maruti,Maruti Swift Dzire,2,15000,Individual,Diesel,Manual,28.4,1248,74.02,5,7.57
Hyundai,Hyundai i10,5,30000,Individual,Petrol,Manual,19.81,1086,68.05,5,3.25
Honda,Honda City,6,45000,Dealer,Diesel,Manual,25.1,1498,98.6,5,5.75
Tata,Tata Tiago,4,50000,Individual,Petrol,Manual,23.84,1199,84.0,5,4.0
Datsun,Datsun RediGO,5,13000,Dealer,Petrol,Manual,22.7,799,53.64,5,2.85
Volkswagen,Volkswagen Polo,6,40346,Dealer,Petrol,Manual,16.47,1198,74.0,5,4.0
Skoda,Skoda Superb,6,40000,Dealer,Petrol,Manual,13.1,1798,157.75,5,8.95
Ford,Ford Ecosport,2,18500,Individual,Petrol,Manual,17.0,1497,121.31,5,9.5
Maruti,Maruti Ciaz,5,18000,Dealer,Petrol,Manual,20.73,1373,91.1,5,5.25
Maruti,Maruti Swift,10,70000,Individual,Petrol,Manual,16.1,1197,85.0,5,2.4
Hyundai,Hyundai i20,5,62000,Dealer,Petrol,Manual,18.6,1197,81.83,5,5.0
Mahindra,Mahindra Bolero,9,200000,Individual,Diesel,Manual,13.6,2523,63.0,8,4.0
Hyundai,Hyundai Grand,4,18000,Individual,Petrol,Manual,18.9,1197,81.86,5,4.6
Maruti,Maruti Wagon R,5,63554,Dealer,Petrol,Manual,20.51,998,67.04,5,3.5
Hyundai,Hyundai i10,14,55756,Dealer,Petrol,Manual,19.81,1086,68.05,5,2.0
Tata,Tata Tiago,2,21860,Dealer,Petrol,Manual,23.84,1199,84.48,5,4.25
Tata,Tata Tiago,3,20000,Individual,Petrol,Manual,23.84,1199,84.0,5,4.4
Maruti,Maruti Swift Dzire,3,40000,Individual,Diesel,Manual,28.4,1248,74.02,5,7.4
Mercedes-Benz,Mercedes-Benz E-Class,7,10000,Individual,Diesel,Automatic,13.0,2143,201.1,5,36.0
Hyundai,Hyundai i20,10,17728,Individual,Petrol,Manual,18.5,1197,80.0,5,2.15
Maruti,Maruti Swift,7,60000,Dealer,Diesel,Manual,28.4,1248,74.0,5,4.75
Ford,Ford Figo,10,54263,Dealer,Diesel,Manual,20.0,1399,68.0,5,2.25
Mahindra,Mahindra XUV500,9,130000,Dealer,Diesel,Manual,15.1,2179,140.0,7,8.5
Hyundai,Hyundai Santro,13,89346,Individual,Petrol,Manual,17.92,1086,63.0,5,1.0
Maruti,Maruti Vitara,2,40000,Individual,Diesel,Manual,24.3,1248,88.5,5,9.0
Maruti,Maruti Swift,5,110000,Individual,Diesel,Manual,25.2,1248,74.0,5,5.0
Tata,Tata Nexon,3,4200,Individual,Petrol,Manual,17.0,1198,108.5,5,7.55
Maruti,Maruti Alto,6,40000,Dealer,Petrol,Manual,23.95,998,67.05,5,3.25
Maruti,Maruti Wagon R,3,30000,Individual,Petrol,Manual,20.51,998,67.04,5,4.25
Tata,Tata Safari,4,50000,Individual,Diesel,Manual,14.1,2179,147.94,7,8.9
Tata,Tata Safari,14,80000,Individual,Petrol,Manual,12.0,2092,127.0,7,0.7
Hyundai,Hyundai i20,8,36000,Dealer,Petrol,Manual,18.5,1197,82.9,5,3.24
Maruti,Maruti Alto,10,29000,Dealer,Petrol,Manual,19.7,796,46.3,5,1.8
Maruti,Maruti Swift,4,90000,Individual,Petrol,Manual,22.0,1197,81.8,5,4.5
Maruti,Maruti Swift Dzire,3,18000,Dealer,Petrol,Manual,20.85,1197,83.14,5,6.5
Toyota,Toyota Innova,10,146781,Dealer,Diesel,Manual,12.8,2494,102.0,7,6.1
Hyundai,Hyundai Elantra,3,32000,Dealer,Petrol,Automatic,14.62,1999,149.92,5,11.99
Maruti,Maruti Alto,3,20000,Individual,Petrol,Manual,24.7,796,47.3,5,3.22
Maruti,Maruti Vitara,3,64000,Individual,Diesel,Manual,24.3,1248,88.5,5,7.9
Mahindra,Mahindra KUV,5,36000,Individual,Petrol,Manual,18.15,1198,82.0,5,4.0
Maruti,Maruti Swift,3,30000,Individual,Petrol,Manual,22.0,1197,81.8,5,5.5
Maruti,Maruti Baleno,3,25000,Individual,Petrol,Manual,21.4,1197,83.1,5,7.0
Mahindra,Mahindra XUV300,2,11840,Individual,Petrol,Manual,17.0,1197,110.0,5,11.9
Honda,Honda WR-V,1,5000,Individual,Petrol,Manual,17.5,1199,88.7,5,9.25
Mercedes-Benz,Mercedes-Benz CLS,7,8000,Dealer,Petrol,Automatic,9.26,3498,306.0,4,42.0
Maruti,Maruti Alto,8,38600,Dealer,Petrol,Manual,20.92,998,67.1,5,2.29
Hyundai,Hyundai Creta,5,20234,Trustmark Dealer,Petrol,Manual,15.8,1591,121.3,5,9.25
Mahindra,Mahindra Scorpio,6,80000,Individual,Diesel,Manual,15.4,1997,120.0,7,9.0
Hyundai,Hyundai Creta,6,85000,Individual,Diesel,Manual,19.67,1582,126.2,5,8.6
Maruti,Maruti Wagon R,11,20000,Individual,Petrol,Manual,18.9,998,67.1,5,3.5
Maruti,Maruti Swift Dzire,6,100000,Individual,Diesel,Manual,26.59,1248,74.0,5,5.0
Ford,Ford Ecosport,6,720000,Dealer,Diesel,Manual,22.7,1498,89.84,5,6.75
Maruti,Maruti Swift Dzire,6,26000,Individual,Petrol,Manual,20.85,1197,83.14,5,4.75
Mahindra,Mahindra Scorpio,6,40000,Individual,Diesel,Manual,15.4,2523,75.0,9,8.0
Renault,Renault KWID,2,30000,Individual,Petrol,Manual,23.01,999,67.0,5,3.5
Honda,Honda City,7,30000,Individual,Petrol,Manual,17.4,1497,117.3,5,6.25
Honda,Honda Civic,10,180000,Individual,Petrol,Manual,14.8,1799,130.2,5,3.5
Hyundai,Hyundai i10,9,31000,Individual,Petrol,Manual,19.81,1086,68.05,5,2.52
Honda,Honda City,6,80000,Individual,Diesel,Manual,25.1,1498,98.6,5,6.0
BMW,BMW 3,2,2000,Dealer,Diesel,Automatic,19.59,1995,184.0,5,43.0
Maruti,Maruti Celerio,3,15000,Individual,Petrol,Manual,21.63,998,67.0,5,4.0
Maruti,Maruti Alto,7,37604,Dealer,Petrol,Manual,20.92,998,67.1,5,3.0
Maruti,Maruti Eeco,7,50000,Individual,Petrol,Manual,15.37,1196,73.0,7,2.5
Hyundai,Hyundai Verna,8,42000,Dealer,Diesel,Manual,22.32,1582,126.32,5,4.15
Mahindra,Mahindra Scorpio,8,130000,Individual,Diesel,Manual,12.05,2179,120.0,8,5.5
Hyundai,Hyundai i20,4,35000,Dealer,Petrol,Manual,18.5,1197,82.85,5,5.45
Toyota,Toyota Innova,2,15000,Individual,Diesel,Manual,13.68,2393,147.8,8,15.7
Honda,Honda City,6,48000,Dealer,Diesel,Manual,26.0,1498,98.6,5,6.5
Mercedes-Benz,Mercedes-Benz E-Class,9,140000,Dealer,Diesel,Automatic,13.0,2987,265.0,5,25.5
Mahindra,Mahindra Bolero,9,100000,Individual,Diesel,Manual,15.96,2523,62.1,7,3.6
Mercedes-Benz,Mercedes-Benz E-Class,4,52000,Dealer,Diesel,Automatic,13.0,2143,204.0,5,29.5
Maruti,Maruti Eeco,5,50000,Individual,Petrol,Manual,15.37,1196,73.0,7,3.5
BMW,BMW 3,7,90000,Dealer,Diesel,Automatic,21.76,1995,188.0,5,20.25
Ford,Ford Ecosport,3,5972,Dealer,Diesel,Manual,21.7,1498,98.96,5,9.75
Honda,Honda City,6,51000,Dealer,Petrol,Manual,17.4,1497,117.3,5,5.5
Mahindra,Mahindra Bolero,6,170000,Individual,Diesel,Manual,15.96,2523,62.1,7,5.2
Hyundai,Hyundai i20,4,12000,Dealer,Petrol,Manual,18.6,1197,81.83,5,7.75
Maruti,Maruti Alto,7,50000,Individual,Petrol,Manual,22.74,796,47.3,5,2.1
Mahindra,Mahindra Bolero,5,120000,Individual,Diesel,Manual,15.96,2523,63.0,9,5.2
Renault,Renault Duster,8,80000,Individual,Diesel,Manual,20.45,1461,83.8,5,3.8
Honda,Honda City,7,110000,Individual,Diesel,Manual,26.0,1498,98.6,5,6.0
Renault,Renault Duster,6,63000,Dealer,Diesel,Manual,20.45,1461,83.8,5,5.5
Toyota,Toyota Innova,4,71000,Individual,Diesel,Manual,13.68,2393,147.8,7,15.75
Audi,Audi Q7,6,70000,Dealer,Diesel,Automatic,12.07,2967,241.4,7,29.0
Hyundai,Hyundai Creta,3,82000,Dealer,Diesel,Manual,19.67,1582,126.2,5,11.35
Maruti,Maruti Swift Dzire,9,47000,Dealer,Diesel,Manual,23.4,1248,74.0,5,3.71
Tata,Tata Tiago,4,32455,Dealer,Petrol,Manual,23.84,1199,84.0,5,4.0
Hyundai,Hyundai Creta,6,72000,Dealer,Diesel,Manual,19.67,1582,126.2,5,9.5
Maruti,Maruti Swift,2,15000,Individual,Petrol,Manual,22.0,1197,81.8,5,7.1
Honda,Honda City,19,110000,Individual,Petrol,Manual,13.0,1493,100.0,5,0.5
Maruti,Maruti Alto,5,50000,Individual,Petrol,Manual,23.95,998,67.05,5,2.76
Tata,Tata Nexon,4,20000,Individual,Petrol,Manual,17.0,1198,108.5,5,5.5
Mahindra,Mahindra Bolero,11,85000,Individual,Diesel,Manual,13.6,2523,63.0,7,3.3
Maruti,Maruti Wagon R,7,70000,Individual,Petrol,Manual,20.51,998,67.04,5,4.0
Volkswagen,Volkswagen Polo,2,13000,Dealer,Petrol,Manual,16.2,1199,74.0,5,4.8
Hyundai,Hyundai Santro,13,64022,Dealer,Petrol,Manual,17.92,1086,62.1,5,1.8
Hyundai,Hyundai i20,4,110000,Individual,Diesel,Manual,22.54,1396,88.73,5,6.7
Maruti,Maruti Alto,2,30000,Individual,Petrol,Manual,23.95,998,67.05,5,3.63
Maruti,Maruti Ciaz,7,78000,Individual,Diesel,Manual,26.21,1248,88.5,5,6.25
Mahindra,Mahindra Bolero,5,58800,Dealer,Diesel,Manual,13.6,2523,63.0,7,5.85
Ford,Ford Figo,5,70000,Individual,Diesel,Manual,25.83,1498,99.0,5,4.0
Hyundai,Hyundai i20,5,10487,Dealer,Petrol,Manual,18.6,1197,81.83,5,4.49
Skoda,Skoda Rapid,7,349000,Dealer,Diesel,Manual,21.14,1498,103.52,5,3.49
Mahindra,Mahindra Scorpio,8,100000,Individual,Diesel,Manual,15.4,2179,120.0,8,6.5
Toyota,Toyota Fortuner,4,40000,Individual,Diesel,Manual,14.24,2755,174.5,7,30.0
Renault,Renault Duster,8,100000,Individual,Diesel,Manual,19.01,1461,108.45,5,3.25
Hyundai,Hyundai i20,9,45000,Individual,Petrol,Manual,17.0,1197,80.0,5,3.8
Maruti,Maruti Swift Dzire,4,50000,Individual,Diesel,Manual,28.4,1248,74.02,5,7.4
Maruti,Maruti Vitara,4,39000,Dealer,Diesel,Manual,24.3,1248,88.5,5,8.8
Mahindra,Mahindra Scorpio,3,40000,Individual,Diesel,Manual,16.36,2179,140.0,7,12.0
Ford,Ford Freestyle,3,50000,Individual,Petrol,Manual,19.0,1194,94.68,5,6.25
Maruti,Maruti Ignis,4,8600,Individual,Petrol,Manual,20.89,1197,81.8,5,6.0
Ford,Ford Figo,5,35000,Dealer,Petrol,Manual,18.16,1196,86.8,5,5.0
Ford,Ford Ecosport,5,48000,Dealer,Petrol,Automatic,16.5,1499,110.0,5,6.99
Maruti,Maruti Ertiga,8,55000,Dealer,Diesel,Manual,25.47,1248,88.5,7,7.1
Maruti,Maruti Swift Dzire,5,120000,Individual,Diesel,Manual,26.59,1248,74.0,5,5.0
BMW,BMW X1,5,24000,Dealer,Diesel,Automatic,19.62,1998,192.0,5,25.75
Maruti,Maruti Baleno,4,35000,Individual,Petrol,Manual,21.4,1197,83.1,5,6.0
Maruti,Maruti Alto,11,87743,Individual,Petrol,Manual,19.7,796,46.3,5,1.5
Mahindra,Mahindra KUV100,5,51630,Dealer,Diesel,Manual,25.32,1198,77.0,6,2.45
Mahindra,Mahindra XUV500,7,43000,Dealer,Diesel,Manual,15.1,2179,140.0,7,7.25
Toyota,Toyota Innova,7,82000,Dealer,Diesel,Manual,12.99,2494,100.6,8,8.79
Hyundai,Hyundai i10,11,50000,Individual,Petrol,Manual,20.36,1197,78.9,5,2.1
Tata,Tata Safari,5,100000,Individual,Diesel,Manual,14.1,2179,153.86,7,7.5
Tata,Tata Tiago,2,12000,Individual,Petrol,Manual,23.84,1199,84.0,5,4.7
Mahindra,Mahindra Bolero,4,59170,Dealer,Diesel,Manual,16.5,1493,70.0,7,5.95
Maruti,Maruti Alto,11,41000,Dealer,Petrol,Manual,19.7,796,46.3,5,1.6
Hyundai,Hyundai Venue,1,10000,Individual,Diesel,Manual,23.7,1493,98.6,5,10.0
Maruti,Maruti Celerio,6,50000,Individual,Petrol,Manual,23.1,998,67.04,5,3.05
Maruti,Maruti Wagon R,3,32000,Individual,Petrol,Manual,21.79,998,67.05,5,4.35
Hyundai,Hyundai i20,11,80000,Individual,Petrol,Manual,17.0,1197,80.0,5,2.5
Ford,Ford Figo,9,90000,Individual,Diesel,Manual,20.0,1399,68.0,5,1.5
Mahindra,Mahindra XUV500,7,82001,Dealer,Diesel,Manual,15.1,2179,140.0,7,7.55
Maruti,Maruti Alto,7,33000,Dealer,Petrol,Manual,22.74,796,47.3,5,2.37
Hyundai,Hyundai i20,4,35000,Individual,Petrol,Manual,18.6,1197,81.83,5,6.25
Maruti,Maruti Swift Dzire,6,80000,Individual,CNG,Manual,19.0,1197,85.8,5,3.25
Hyundai,Hyundai Grand,5,35000,Individual,Petrol,Manual,18.9,1197,82.0,5,4.2
Ford,Ford Figo,7,63407,Dealer,Diesel,Manual,20.0,1399,68.05,5,4.4
Mahindra,Mahindra XUV500,3,27300,Individual,Diesel,Automatic,15.1,2179,152.87,7,16.05
Mahindra,Mahindra Bolero,9,68000,Individual,Diesel,Manual,15.96,2523,62.1,7,4.0
Mahindra,Mahindra XUV500,3,50000,Individual,Diesel,Manual,15.1,2179,152.87,7,13.5
Maruti,Maruti Alto,3,32000,Dealer,Petrol,Manual,24.7,796,47.3,5,2.8
Maruti,Maruti Ertiga,4,25000,Individual,Petrol,Manual,17.5,1373,91.1,7,6.3
Renault,Renault KWID,6,5000,Individual,Petrol,Manual,25.17,799,53.3,5,2.5
Hyundai,Hyundai i10,8,52000,Dealer,Petrol,Manual,20.36,1197,78.9,5,2.35
Ford,Ford Figo,10,36000,Individual,Petrol,Manual,15.6,1196,70.0,5,1.85
Maruti,Maruti Wagon R,9,53000,Dealer,Petrol,Manual,21.5,1197,81.8,5,2.75
Hyundai,Hyundai Grand,4,29000,Individual,Petrol,Manual,18.9,1197,81.86,5,4.67
Hyundai,Hyundai Creta,5,60000,Individual,Diesel,Manual,19.67,1582,126.2,5,9.75
